video_title,video_id
📁 ITZY @ 수원대.zip #ITZY #MIDZY #수원대학교 #TheUniversityofSuwon #하루하루매일매일,yCsyW7fVCoA
째룡이🦊를 부를 땐..((속닥)) 조심스럽게..🤫 #ITZY #있지 #YEJI #예지 #CHAERYEONG #채령,Nl2ahC4PjFY
[ #예지 ] 🖤#62 💃,aRx7XZun02w
[ITZY?ITZY!] EP134,K_Tld6ND3yY
"ITZY ""둘씩의 데이트"" | 순위맞히기🔎 #궁합즈",B6AR8aQrKoU
어린이날 있지's PICK은🤔⁉ | HAPPY CHILDREN'S DAY,tiy1krGVt98
도전! ITZY 동요노래방🎤🎶 | HAPPY CHILDREN'S DAY,xtBgDHd8NPg
ITZY 🌐IT'z TOUR BOOK🌐 EP 18,jQth1WmxHfw
🛍쇼핑TIP 대방출🛍 흔한 있깅이들의 쇼핑 시간👕👖 #ITZY #있지 #LIA #리아 #RYUJIN #류진,13AMORYXXAc
[ITZY?ITZY!] EP133,cq6BC725MGQ
[🔴LIVE] 채리만큼 달달한 채령이를 위한 랴의 팬케이크 & 밀크쉐이크🥞🥛 20230428 Pancake and Milkshake Cookbang & Mukbang LIVE,LgQndFK-olg
"ITZY ""둘씩의 데이트"" | 추억의아이템📺 #공일즈",NulXHqT47Pc
[🔴LIVE] 식사 메이트 랴를 위한 옞덩의 불닭쌈🔥🖤20230427 Spicy Fire Noodle & Rice Paper Cookbang & Mukbang LIVE,kCApiEpZHTo
ITZY 🌐IT'z TOUR BOOK🌐 EP 17,iqzRf2zp8hY
[🔴LIVE] 황리더를  위한 막냉이의 샤브샤브 & 월남쌈🍲🥬20230426 Shabu-shabu & Rice Paper Roll Cookbang & Mukbang LIVE,SX8Zgmx3rr4
[🔴LIVE] 신자매 반쪽 유나를 위한 반쪽 류진이의 나폴리탄 스파게티🍝20230425 Napolitan Spaghetti Cookbang & Mukbang LIVE,eXIcPqSoUNs
운🍀이 좋을 것 같은데...🤔🥢 유나의 운수 좋은 날💝 #ITZY #있지 #LIA #리아 #CHAERYEONG #채령 #YUNA #유나,ObVZsDPgGAo
[ITZY?ITZY!] EP132,r7X3ac5cTH4
[🔴LIVE] 01즈 메이트 류진이를 위한 령채의 한식 꿀조합🍯🍽 Korean Food Combo Cookbang & Mukbang LIVE Part.2,xFh-Bnj81Mk
[🔴LIVE] 01즈 메이트 류진이를 위한 령채의 한식 꿀조합🍯🍽 20230424 Korean Food Combo Cookbang & Mukbang LIVE Part.1,ztw3Q3GiGnI
⚡초코🍫텔레파시⚡ 통한 예지수😍💕 #ITZY #있지 #YEJI #예지 #LIA #리아,TveQd6rD9aQ
[ITZY?ITZY!] EP131,M85OdvEwrtU
💿 B-DAY TRACK #417 “RYUJIN” BEHIND,ROJ6bKyDT0Q
[COVER] B-DAY TRACK #417 “RYUJIN” | Every Second by Mina Okabe,ra27BWdRpm4
"ITZY ""둘씩의 데이트"" | 취향토론회💟 #예지수",qSc7PuFDU_w
ITZY 🌐IT'z TOUR BOOK🌐 EP 16,iKI6El6dI6k
젤리 빼고 다 있는🍭🎧👒 류진에몽의 가방👜💝 #ITZY #있지 #YEJI #예지 #RYUJIN #류진,gwTnWqLxK5E
